season,episode,nepisode,EpisodeTitle,Rating,Comment,Date,sentiment,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
3,2,22,"2. Dark Wings, Dark Words",rotten,"I am bothered when the writers try to shove too many story lines into a single episode, leaving it overburdened and punchless.",24-Mar-16,NEGATIVE,1,22,58.76,40.06,79.84,20.23,22,27.27,90.91,68.18,54.55,9.09,4.55,4.55,0,0,0,0,4.55,18.18,9.09,4.55,9.09,4.55,9.09,9.09,0,18.18,9.09,9.09,4.55,0,4.55,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Several of the major characters have found a new bestie in this episode, and these first-timers are played by some of our favorite ""Oh yeah, that guy!"" Brits.",23-Mar-16,POSITIVE,1,28,83.77,97.11,8.95,99,14,17.86,85.71,82.14,53.57,14.29,3.57,0,3.57,0,0,0,10.71,28.57,7.14,0,14.29,7.14,0,3.57,0,14.29,10.71,7.14,3.57,3.57,0,0,3.57,0,3.57,3.57,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,10.71,0,3.57,0,3.57,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,3.57,0,0,0,3.57,7.14,3.57,0,10.71,3.57,3.57,3.57,0,25,3.57,7.14,0,3.57,0,10.71,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Okay, so we're more or less caught up with everyone now... But this being Game of Thrones, we've also been loaded with a ton of new information to process and a bunch of people to care about/sort-of-recognize next time they appear.",23-Mar-16,POSITIVE,1,42,49.68,88.15,56.69,88.66,21,11.9,92.86,78.57,61.9,11.9,7.14,0,4.76,0,0,2.38,4.76,14.29,4.76,0,21.43,9.52,9.52,11.9,0,16.67,11.9,9.52,7.14,4.76,0,2.38,9.52,2.38,7.14,2.38,0,0,2.38,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,11.9,2.38,2.38,0,0,0,0,9.52,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,9.52,7.14,0,2.38,2.38,2.38,0,0,7.14,7.14,4.76,0,2.38,0,2.38,0,0,26.19,9.52,4.76,0,0,4.76,7.14,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"""Dark Wings, Dark Words,"" catches us up with the remaining characters not featured in the inaugural episode and moves the story forward in a more decided fashion.",23-Mar-16,POSITIVE,1,27,99,40.06,98.13,20.23,27,33.33,77.78,55.56,44.44,3.7,3.7,0,3.7,0,0,0,0,18.52,14.81,0,14.81,0,0,3.7,3.7,7.41,3.7,7.41,3.7,3.7,0,0,7.41,0,7.41,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,11.11,7.41,0,0,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,29.63,0,7.41,14.81,7.41,0,0,0,3.7,3.7,0,0,0,0,0,0,18.52,3.7,7.41,0,0,0,7.41,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"If the opening episode of Season Three of Game of Thrones was mostly talking, Episode Two is mostly walking, though it sets a brisk pace and there's a lot to see along the way.",23-Mar-16,POSITIVE,1,34,79.1,12.77,67.28,20.23,34,17.65,85.29,70.59,61.76,2.94,0,0,0,0,0,0,2.94,20.59,11.76,5.88,14.71,8.82,11.76,8.82,0,17.65,0,8.82,2.94,0,0,2.94,11.76,0,11.76,0,0,0,8.82,0,5.88,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,14.71,0,2.94,8.82,2.94,0,0,2.94,2.94,5.88,0,0,0,0,0,0,11.76,2.94,5.88,0,0,2.94,0,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"While still totally satisfying, ""Dark Wings, Dark Words"" was a beast of an episode.",23-Mar-16,POSITIVE,1,14,76.24,40.06,2.36,98.65,14,21.43,78.57,50,50,0,0,0,0,0,0,0,0,14.29,14.29,0,7.14,7.14,14.29,7.14,0,7.14,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,14.29,0,0,0,14.29,0,0,7.14,7.14,0,0,0,0,0,0,0,35.71,7.14,14.29,0,0,0,14.29,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Oh Margaery, you are so so good.",23-Mar-16,POSITIVE,1,7,1,99,1,99,7,14.29,85.71,71.43,57.14,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,14.29,28.57,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,28.57,14.29,14.29,0,0,0,0,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Sunday's episode of Game of Thrones was a little slow - at least, until that great sword fight. Half the show was really Part 2 of the season premiere, launching stories that did not fit in the first hour.",23-Mar-16,POSITIVE,1,38,95.09,7.5,84.38,20.23,19,15.79,89.47,63.16,50,5.26,0,0,0,0,0,0,5.26,21.05,10.53,5.26,15.79,7.89,2.63,2.63,2.63,7.89,15.79,13.16,2.63,0,0,2.63,7.89,0,7.89,0,0,0,0,2.63,5.26,0,5.26,2.63,2.63,0,0,0,0,0,0,0,5.26,5.26,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,5.26,2.63,2.63,0,0,10.53,7.89,0,0,0,0,0,0,0,15.79,5.26,5.26,0,0,2.63,2.63,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Some of Ned's kids are in better circumstances than at the end of last season. But most of them are prisoners in some way or other, and all of them are surrounded by people who are worldlier, wiser and more ruthless than they are.",23-Mar-16,POSITIVE,1,44,71.44,40.06,98.07,20.23,22,11.36,95.45,72.73,68.18,9.09,9.09,0,0,0,0,6.82,0,15.91,2.27,0,22.73,11.36,0,13.64,0,11.36,11.36,11.36,6.82,0,2.27,4.55,13.64,2.27,11.36,0,0,0,2.27,0,11.36,0,9.09,4.55,4.55,0,0,0,0,0,0,0,13.64,2.27,0,0,0,2.27,0,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,11.36,0,0,11.36,0,0,0,6.82,0,11.36,0,0,0,0,0,0,11.36,4.55,4.55,0,0,2.27,0,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"I loved this episode... It had everything that makes Game of Thrones so addictive: the adept juggling of a number of plotlines, subtle character development and brooding hints of trouble to come.",23-Mar-16,POSITIVE,1,32,78.28,23.51,5.64,1.56,16,31.25,78.13,62.5,46.88,15.63,3.13,3.13,0,0,0,0,12.5,12.5,6.25,0,15.63,3.13,3.13,6.25,0,9.38,6.25,3.13,3.13,0,0,3.13,9.38,3.13,6.25,0,3.13,0,0,0,0,0,9.38,3.13,6.25,6.25,3.13,3.13,0,3.13,0,0,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,3.13,0,0,0,0,3.13,3.13,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,3.13,3.13,0,0,0,0,6.25,3.13,0,0,0,0,0,0,18.75,12.5,3.13,0,0,0,3.13,0
3,2,22,"2. Dark Wings, Dark Words",rotten,"Last night, the relentless, unforgiving slog of story reminded me of the Night's Watch's torturous death march toward The Wall.",23-Mar-16,NEGATIVE,1,20,99,15.75,89.39,1,20,20,75,35,35,5,5,5,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,5,5,0,5,0,0,0,0,10,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,25,5,10,0,0,10,0,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"""Dark Wings, Dark Words"" was pretty much just more of the same - touching base with faces old and new - before the second sank its claws in, pulling us deeper into this season's many story lines.",23-Mar-16,POSITIVE,1,35,85.07,57.11,99,94.7,35,8.57,91.43,68.57,51.43,8.57,2.86,0,2.86,0,0,0,5.71,22.86,5.71,2.86,14.29,2.86,5.71,5.71,0,8.57,22.86,11.43,2.86,2.86,0,0,5.71,0,5.71,0,0,0,2.86,0,2.86,0,5.71,5.71,0,0,0,0,0,0,0,0,8.57,5.71,0,0,0,0,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,25.71,0,5.71,11.43,5.71,0,2.86,11.43,5.71,0,0,0,0,0,0,0,22.86,2.86,5.71,0,0,2.86,11.43,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"Even this show's vilest characters (the Lannisters, for instance) all have redeeming qualities. After spending enough time with them, you being to surprise yourself by gravitating toward characters you once reviled.",23-Mar-16,POSITIVE,1,31,69.92,99,35.88,20.23,15.5,35.48,74.19,61.29,58.06,16.13,12.9,0,0,9.68,0,3.23,3.23,16.13,3.23,3.23,19.35,6.45,6.45,3.23,0,9.68,3.23,9.68,0,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,3.23,0,0,3.23,0,0,0,0,0,0,12.9,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,6.45,9.68,3.23,3.23,3.23,0,0,0,9.68,0,0,0,0,0,0,0,0,22.58,6.45,6.45,0,0,3.23,6.45,0
3,2,22,"2. Dark Wings, Dark Words",fresh,"It's a very tense hour that on the surface lacks forward momentum, although I'm sure it's tipping many a larger plot into motion.",23-Mar-16,POSITIVE,1,23,47.48,5.93,92.58,1,23,21.74,91.3,69.57,52.17,17.39,4.35,4.35,0,0,0,0,13.04,21.74,13.04,0,8.7,13.04,4.35,4.35,0,17.39,17.39,8.7,0,0,0,0,8.7,0,8.7,0,0,4.35,0,0,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,8.7,26.09,0,8.7,13.04,0,0,4.35,0,0,17.39,0,0,0,0,0,0,21.74,4.35,4.35,0,0,13.04,0,0
3,3,23,3. Walk of Punishment,fresh,"[I]t still kind of feels like the show's slowly pushing to get the ball rolling, stuck in a lot of expository mud and long distance traveling to get there.",12-Feb-20,POSITIVE,1,30,98.78,22.56,99,20.23,30,16.67,83.33,73.33,50,3.33,3.33,3.33,0,0,0,0,0,13.33,10,0,20,0,10,3.33,0,20,3.33,13.33,0,0,0,0,10,0,10,3.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,16.67,33.33,0,13.33,16.67,0,0,3.33,3.33,3.33,3.33,0,0,0,0,0,0,16.67,3.33,3.33,0,0,3.33,6.67,0
3,3,23,3. Walk of Punishment,fresh,"Walk Of Punishment, takes us on a journey around the world to witness where the paths of some of the players have brought them, a paths that led to glory, to joy, to sadness, and to suffering.",12-Apr-19,POSITIVE,1,37,99,83.39,55.76,2.35,37,18.92,94.59,70.27,59.46,8.11,5.41,0,2.7,0,0,2.7,2.7,18.92,13.51,0,27.03,2.7,5.41,2.7,0,13.51,0,2.7,10.81,2.7,2.7,8.11,2.7,0,2.7,0,2.7,0,0,0,0,0,13.51,5.41,8.11,8.11,2.7,5.41,0,0,2.7,0,10.81,5.41,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,2.7,0,0,2.7,21.62,0,5.41,13.51,2.7,0,0,0,5.41,2.7,0,0,0,0,0,0,16.22,2.7,13.51,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,Walk of Punishment is a rare episode to not feature King Joffrey... it largely focuses on characters scrambling to find a tenable position in situations where they seem to have little to no control over their fates.,12-Apr-19,POSITIVE,1,37,92.78,40.06,94.68,2.35,18.5,32.43,86.49,64.86,51.35,8.11,5.41,0,0,0,0,5.41,2.7,10.81,5.41,0,21.62,5.41,5.41,0,5.41,13.51,5.41,5.41,8.11,0,0,8.11,18.92,2.7,16.22,5.41,2.7,0,5.41,0,2.7,0,2.7,0,2.7,0,0,0,0,0,0,0,10.81,2.7,0,0,0,0,0,8.11,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,21.62,2.7,5.41,10.81,0,0,0,2.7,0,2.7,2.7,0,0,0,0,0,10.81,10.81,0,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"All things considered, ""Walk of Punishment"" was some excellent television. Keep it coming, guys.",18-Mar-19,POSITIVE,1,14,56.86,79.51,97.09,98.65,7,28.57,100,78.57,42.86,14.29,0,0,0,0,0,0,14.29,14.29,0,0,7.14,7.14,0,0,0,35.71,7.14,14.29,14.29,0,7.14,7.14,14.29,7.14,7.14,7.14,0,0,0,0,0,0,21.43,14.29,7.14,7.14,7.14,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,14.29,7.14,0,0,0,0,14.29,0,0,0,0,0,0,0,42.86,14.29,14.29,0,0,0,14.29,0
3,3,23,3. Walk of Punishment,rotten,"Though it&#128;&#153;s interesting to see the competition for power, which of course has been present since Season 1, the scene did little for the progression of the story and by the end just felt like a complete waste of time.",18-Mar-19,NEGATIVE,1,43,98.31,17.05,36.92,56.53,43,11.63,90.7,60.47,53.49,4.65,0,0,0,0,0,0,4.65,13.95,13.95,6.98,20.93,6.98,4.65,6.98,0,11.63,2.33,2.33,4.65,0,2.33,4.65,13.95,0,13.95,2.33,2.33,0,0,4.65,4.65,0,2.33,2.33,0,0,0,0,0,0,0,0,2.33,2.33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,2.33,6.98,4.65,0,0,0,2.33,0,2.33,9.3,6.98,2.33,0,0,0,0,0,0,20.93,2.33,4.65,0,0,0,13.95,0
3,3,23,3. Walk of Punishment,fresh,"If the last episode felt a bit like a meet and greet then episode three was a Thronie delight, full of machinations, violence and darkly comic moments - basically Game of Thrones at its best.",18-Mar-19,POSITIVE,1,34,93.03,24.36,46.57,95.42,34,26.47,88.24,61.76,47.06,2.94,0,0,0,0,0,0,2.94,17.65,11.76,2.94,11.76,2.94,2.94,11.76,0,8.82,5.88,8.82,8.82,2.94,2.94,2.94,5.88,0,5.88,2.94,0,0,2.94,0,2.94,0,11.76,8.82,2.94,2.94,2.94,0,0,0,0,0,5.88,5.88,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,8.82,8.82,0,0,2.94,2.94,0,2.94,8.82,5.88,0,0,0,0,0,0,0,11.76,2.94,5.88,0,0,0,2.94,0
3,3,23,3. Walk of Punishment,fresh,We're keeping our fingers crossed that poor Pod never gets his source of power chopped off.,18-Mar-19,POSITIVE,1,16,13.27,99,1.63,20.23,16,25,87.5,68.75,43.75,25,18.75,0,12.5,0,6.25,0,6.25,18.75,0,0,12.5,6.25,6.25,0,6.25,25,6.25,0,25,12.5,0,12.5,12.5,6.25,6.25,0,6.25,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,18.75,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,6.25,6.25,12.5,0,0,0,0,0,0,12.5,6.25,0,0,0,6.25,0,0
3,3,23,3. Walk of Punishment,fresh,"So far, Benioff and Weiss have done an excellent job in recreating the sense of oh crap something horrible is going to happen soon! that permeated the early chapters of the book.",18-Mar-19,POSITIVE,1,32,84.59,23.51,54.55,20.23,16,21.88,87.5,71.88,50,6.25,0,0,0,0,0,0,6.25,15.63,12.5,0,12.5,9.38,6.25,6.25,0,18.75,12.5,0,3.13,0,3.13,0,9.38,0,9.38,6.25,0,0,3.13,0,0,0,9.38,3.13,3.13,3.13,3.13,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,9.38,0,0,6.25,0,0,3.13,6.25,3.13,3.13,9.38,3.13,0,0,3.13,0,9.38,3.13,3.13,0,3.13,0,0,0
3,3,23,3. Walk of Punishment,rotten,"Game of Thrones needs to give us a home team... This show has stopped moving, and has begun treading water, mistaking the splashes of water from its flailing arms for the same kind of waves made by the death of its only likable character.",18-Mar-19,NEGATIVE,1,44,97.37,66.75,5.07,3.56,22,18.18,84.09,56.82,45.45,9.09,2.27,0,2.27,0,0,0,6.82,15.91,9.09,0,18.18,4.55,2.27,2.27,0,13.64,4.55,0,6.82,4.55,0,2.27,13.64,0,13.64,0,2.27,4.55,4.55,0,2.27,0,2.27,0,2.27,0,0,0,0,0,0,0,6.82,4.55,2.27,0,0,0,0,4.55,0,0,0,0,0,0,0,0,4.55,2.27,2.27,0,0,0,4.55,0,0,0,0,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,2.27,9.09,0,4.55,2.27,2.27,0,0,4.55,6.82,9.09,0,0,0,0,0,0,13.64,9.09,4.55,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"Ouch. Did you find yourself clutching your wrist at the end of this week like we did? Game Of Thrones has never exactly been a slouch in delivering shock endings, but this week will take some beating.",18-Mar-19,POSITIVE,1,37,42.89,98.5,55.76,1,12.33,18.92,89.19,67.57,56.76,16.22,10.81,0,2.7,8.11,0,0,5.41,16.22,5.41,0,13.51,13.51,2.7,2.7,2.7,18.92,0,8.11,8.11,2.7,0,5.41,10.81,2.7,8.11,2.7,0,0,0,2.7,2.7,0,5.41,0,5.41,0,0,0,0,0,0,0,10.81,0,0,0,0,0,0,10.81,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,8.11,5.41,0,0,2.7,0,0,0,10.81,8.11,2.7,2.7,0,0,0,0,0,10.81,5.41,2.7,2.7,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"Impeccably written to capture the sentimental, humorous, and dangerous side of Westeros, ""Walk of Punishment"" was easily the most complete episode of this young season so far",18-Mar-19,POSITIVE,1,27,93.76,40.06,52.89,1,27,37.04,85.19,59.26,40.74,3.7,0,0,0,0,0,0,3.7,14.81,7.41,0,14.81,3.7,3.7,7.41,0,11.11,14.81,3.7,7.41,0,0,7.41,0,0,0,0,0,0,0,0,0,0,14.81,3.7,7.41,7.41,3.7,0,0,0,0,0,7.41,7.41,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,3.7,0,0,11.11,0,3.7,7.41,0,0,0,7.41,7.41,0,0,0,0,0,0,0,18.52,0,11.11,0,0,0,7.41,0
3,3,23,3. Walk of Punishment,fresh,"This week's episode, ""Walk of Punishment,"" definitely offered more in the way of decisive forward motion, although forward may be a relative term with many of our characters worse off than they were at the top of the hour.",18-Mar-19,POSITIVE,1,39,97.88,55.35,98.89,2.7,39,25.64,94.87,71.79,58.97,7.69,5.13,0,2.56,0,0,2.56,2.56,20.51,10.26,0,23.08,7.69,2.56,5.13,0,10.26,12.82,7.69,5.13,2.56,0,2.56,12.82,0,12.82,2.56,0,0,2.56,2.56,5.13,0,7.69,2.56,5.13,0,0,0,0,0,0,0,10.26,5.13,2.56,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,17.95,0,5.13,12.82,0,0,0,5.13,5.13,0,2.56,0,0,0,0,0,17.95,2.56,7.69,0,0,2.56,5.13,0
3,3,23,3. Walk of Punishment,fresh,"All in all, a really nicely done episode that, to me, showed what Game of Thrones is capable of at its best.",18-Mar-19,POSITIVE,1,22,81.89,17.46,5.07,86.79,22,13.64,95.45,81.82,68.18,18.18,4.55,4.55,0,0,0,0,13.64,22.73,4.55,0,22.73,9.09,4.55,0,0,13.64,9.09,9.09,13.64,0,9.09,4.55,13.64,9.09,4.55,0,0,0,0,4.55,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.09,0,0,4.55,4.55,0,0,0,9.09,4.55,0,0,0,0,0,0,18.18,4.55,13.64,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"Game of Thrones, you are so strange sometimes. I love you.",18-Mar-19,POSITIVE,1,11,1.5,99,50.45,99,5.5,27.27,100,63.64,54.55,27.27,27.27,9.09,0,18.18,0,0,0,0,0,0,9.09,9.09,9.09,9.09,0,9.09,9.09,0,9.09,0,0,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,27.27,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,27.27,18.18,9.09,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"Last night's Game of Thrones left fans with plenty to talk about, but it's safe to say that upwards of 90 percent of today's water cooler conversations will have to do with that final, incredible minute.",18-Mar-19,POSITIVE,1,36,89.52,25.13,39.59,99,36,13.89,88.89,69.44,44.44,8.33,0,0,0,0,0,0,8.33,5.56,0,2.78,25,11.11,2.78,2.78,0,19.44,11.11,8.33,2.78,0,0,2.78,2.78,0,2.78,0,0,0,0,0,2.78,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,2.78,0,0,2.78,0,5.56,5.56,0,0,2.78,0,0,2.78,11.11,0,5.56,8.33,0,0,0,0,0,16.67,2.78,5.56,0,0,8.33,0,0
3,3,23,3. Walk of Punishment,fresh,Arya and her friends form a triumvirate of orphan badassery not dissimilar to Dickensian protagonists.,18-Jan-19,POSITIVE,1,15,89.52,1.24,1.91,20.23,15,40,60,46.67,40,6.67,6.67,0,0,0,6.67,0,0,13.33,6.67,0,13.33,0,0,6.67,6.67,0,6.67,0,6.67,6.67,0,0,13.33,0,13.33,0,0,0,0,0,13.33,0,6.67,0,0,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.33,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
3,3,23,3. Walk of Punishment,fresh,"Where last week's ""Dark Wings, Dark Words"" largely carried on the herculean task of catch us up with the characters left out of the premiere, we were relieved to have ""Walk of Punishment"" actually gain a bit of momentum.",12-Jun-18,POSITIVE,1,39,99,90.19,91.37,20.23,39,23.08,89.74,64.1,51.28,5.13,5.13,0,5.13,0,0,0,0,10.26,10.26,0,23.08,5.13,7.69,0,0,10.26,2.56,7.69,10.26,5.13,2.56,2.56,5.13,0,5.13,0,0,0,2.56,2.56,0,0,5.13,2.56,2.56,0,0,0,0,0,0,0,10.26,5.13,0,0,0,0,2.56,5.13,0,0,0,0,0,0,0,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,2.56,0,0,5.13,25.64,0,10.26,10.26,5.13,0,0,5.13,5.13,0,0,0,0,0,0,0,20.51,2.56,5.13,0,0,2.56,10.26,0
3,3,23,3. Walk of Punishment,fresh,"His screams to close the episode end up making for one of the best cut-to-credits in recent memory, particularly when accompanied by the raucous rendition of ""The Bear And The Maiden Fair"" by The Hold Steady.",25-Mar-16,POSITIVE,1,36,99,72.07,39.59,64,36,19.44,86.11,72.22,52.78,2.78,2.78,0,0,0,2.78,0,0,22.22,16.67,2.78,22.22,0,5.56,5.56,0,8.33,11.11,2.78,5.56,2.78,2.78,0,5.56,0,5.56,0,2.78,0,0,0,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,13.89,0,2.78,8.33,0,2.78,0,8.33,2.78,0,0,0,0,0,0,0,16.67,2.78,2.78,0,0,0,11.11,0
